0,instantaneous_scfh,instantaneous_kgh,moving_kgh,moving_scfh
2021-11-03 16:29:29+00:00,-16.1,-0.297004788,-0.300368745,-16.28235294
2021-11-03 16:29:30+00:00,-16.4,-0.302539039,-0.299826171,-16.25294118
2021-11-03 16:29:31+00:00,-16,-0.295160038,-0.298632509,-16.18823529
2021-11-03 16:29:32+00:00,-15.8,-0.291470538,-0.297655877,-16.13529412
2021-11-03 16:29:33+00:00,-15.7,-0.289625787,-0.2963537,-16.06470588
2021-11-03 16:29:34+00:00,-15.7,-0.289625787,-0.295160038,-16
2021-11-03 16:29:35+00:00,-16.5,-0.304383789,-0.294834494,-15.98235294
2021-11-03 16:29:36+00:00,-16.2,-0.298849539,-0.294725979,-15.97647059
2021-11-03 16:29:37+00:00,-16.1,-0.297004788,-0.294617464,-15.97058824
2021-11-03 16:29:38+00:00,-16.1,-0.297004788,-0.294943009,-15.98823529
2021-11-03 16:29:39+00:00,-15.8,-0.291470538,-0.295051523,-15.99411765
2021-11-03 16:29:40+00:00,-15.9,-0.293315288,-0.295268553,-16.00588235
2021-11-03 16:29:41+00:00,-16.3,-0.300694289,-0.295051523,-15.99411765
2021-11-03 16:29:42+00:00,-16.1,-0.297004788,-0.295160038,-16
2021-11-03 16:29:43+00:00,-15.8,-0.291470538,-0.295160038,-16
2021-11-03 16:29:44+00:00,-16.2,-0.298849539,-0.295594097,-16.02352941
2021-11-03 16:29:45+00:00,-17,-0.31360754,-0.297004788,-16.1
2021-11-03 16:29:46+00:00,-17.6,-0.324676042,-0.298632509,-16.18823529
2021-11-03 16:29:47+00:00,-17,-0.31360754,-0.299283597,-16.22352941
2021-11-03 16:29:48+00:00,-17.3,-0.319141791,-0.300694289,-16.3
2021-11-03 16:29:49+00:00,-16.5,-0.304383789,-0.301453892,-16.34117647
2021-11-03 16:29:50+00:00,-16.2,-0.298849539,-0.301996465,-16.37058824
2021-11-03 16:29:51+00:00,-16.6,-0.30622854,-0.302973098,-16.42352941
2021-11-03 16:29:52+00:00,-16.2,-0.298849539,-0.302647554,-16.40588235
2021-11-03 16:29:53+00:00,-16,-0.295160038,-0.302430524,-16.39411765
2021-11-03 16:29:54+00:00,-15.9,-0.293315288,-0.302213495,-16.38235294
2021-11-03 16:29:55+00:00,-15.9,-0.293315288,-0.301996465,-16.37058824
2021-11-03 16:29:56+00:00,-15.7,-0.289625787,-0.301887951,-16.36470588
2021-11-03 16:29:57+00:00,-15.6,-0.287781037,-0.301562407,-16.34705882
2021-11-03 16:29:58+00:00,-15.6,-0.287781037,-0.300802804,-16.30588235
2021-11-03 16:29:59+00:00,-15.6,-0.287781037,-0.30026023,-16.27647059
2021-11-03 16:30:00+00:00,-15.5,-0.285936287,-0.299934686,-16.25882353
2021-11-03 16:30:01+00:00,-15.5,-0.285936287,-0.299175083,-16.21764706
2021-11-03 16:30:02+00:00,-15.7,-0.289625787,-0.297764391,-16.14117647
2021-11-03 16:30:03+00:00,-16.1,-0.297004788,-0.296136671,-16.05294118
2021-11-03 16:30:04+00:00,-16.1,-0.297004788,-0.295160038,-16
2021-11-03 16:30:05+00:00,-16,-0.295160038,-0.293749347,-15.92352941
2021-11-03 16:30:06+00:00,-15.9,-0.293315288,-0.293098258,-15.88823529
2021-11-03 16:30:07+00:00,-16.2,-0.298849539,-0.293098258,-15.88823529
2021-11-03 16:30:08+00:00,-16.7,-0.30807329,-0.293206773,-15.89411765
2021-11-03 16:30:09+00:00,-16.2,-0.298849539,-0.293206773,-15.89411765
2021-11-03 16:30:10+00:00,-15.9,-0.293315288,-0.293098258,-15.88823529
